Timestamp,ExtPressure (kPa),IntPressure (kPa),Temp (C),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
104571,125.98,102.54,11.38,-0.833,0.867,0.171,-44.922,21.606,-33.752
104662,125.74,102.55,11.39,-0.898,0.813,0.220,-36.560,16.174,-34.180
104753,126.21,102.54,11.39,-0.680,0.606,0.100,-26.001,-16.724,1.160
104844,125.02,102.54,11.38,-0.580,0.557,-0.171,-17.822,-1.038,-26.062
104935,126.45,102.54,11.38,-0.496,0.874,-0.033,-18.188,-0.977,-23.315
105026,125.26,102.54,11.39,-0.605,0.739,-0.320,-10.437,-8.728,6.836
105116,125.26,102.54,11.39,-0.479,0.692,-0.136,11.902,11.353,-23.376
105220,124.06,102.54,11.39,-0.500,0.738,-0.160,17.944,-0.183,-21.851
105310,126.21,102.54,11.39,-0.427,0.875,-0.015,31.982,-8.911,-13.733
105401,125.50,102.55,11.38,-0.470,0.932,-0.096,37.170,-21.851,-2.502
105492,125.98,102.55,11.39,-0.200,1.054,0.106,34.119,-3.540,33.386
105583,124.78,102.55,11.39,-0.518,0.831,-0.054,41.260,-35.339,-3.723
105674,126.69,102.55,11.39,-0.297,0.904,0.009,24.780,-14.832,-69.031
105765,125.98,102.55,11.39,-0.340,1.050,0.059,16.357,-7.324,-20.447
105868,125.50,102.55,11.39,-0.462,0.976,0.168,-3.540,14.343,26.306
105959,124.78,102.55,11.39,-0.355,0.920,0.104,6.897,29.968,52.979
106050,123.58,102.55,11.39,-0.489,0.821,0.251,23.071,24.414,19.043
106141,125.02,102.55,11.39,-0.552,0.804,0.137,-2.747,7.568,23.376
106232,125.02,102.55,11.39,-0.447,0.869,0.286,19.531,18.066,-0.854
106323,125.50,102.55,11.39,-0.456,0.869,0.294,3.723,7.324,3.784
106414,125.02,102.55,11.39,-0.443,0.856,0.236,-8.118,0.610,6.470
106504,125.26,102.55,11.39,-0.465,0.870,0.269,-1.038,-1.404,2.808
106608,124.54,102.55,11.39,-0.499,0.828,0.198,6.714,-3.235,4.211
106699,125.98,102.55,11.39,-0.495,0.846,0.245,10.620,3.296,3.235
106789,124.06,102.55,11.39,-0.500,0.841,0.255,4.150,8.789,-0.977
106880,126.21,102.55,11.39,-0.464,0.876,0.362,9.827,2.441,-4.089
106971,125.26,102.55,11.39,-0.460,0.872,0.345,-2.563,0.793,-2.869
107062,124.06,102.55,11.39,-0.456,0.888,0.241,-3.113,1.343,8.301
107153,125.02,102.55,11.39,-0.495,0.841,0.370,-4.150,-2.747,-5.249
107244,126.21,102.55,11.39,-0.472,0.819,0.213,-20.935,-15.442,-2.197
107347,125.98,102.55,11.39,-0.483,0.838,0.187,-7.202,-28.748,8.972
107438,125.50,102.55,11.39,-0.504,0.812,0.172,0.732,-16.235,14.954
107529,125.26,102.55,11.39,-0.531,0.857,0.121,-4.211,-18.921,25.330
107619,125.74,102.55,11.39,-0.647,0.837,0.194,3.845,2.319,18.555
107710,125.02,102.55,11.39,-0.644,0.746,0.210,6.531,-17.151,24.170
107801,123.11,102.55,11.39,-0.568,0.743,0.114,-8.667,-20.020,-3.113
107892,125.50,102.55,11.39,-0.572,0.802,0.078,-11.963,-14.954,-16.663
107995,127.17,102.55,11.39,-0.706,0.850,-0.156,-25.635,-6.104,-12.756
108086,125.74,102.55,11.39,-0.536,0.989,-0.011,-35.095,-11.902,4.028
108177,124.54,102.55,11.39,-0.569,0.912,-0.028,-23.132,11.780,-14.099
108268,125.50,102.55,11.39,-0.427,0.874,-0.078,-39.307,4.333,-36.865
108359,123.34,102.55,11.39,-0.302,0.795,-0.268,-35.095,0.488,-94.116
108449,125.50,102.55,11.39,-0.262,1.051,-0.457,-39.795,0.244,-95.825
108540,125.50,102.55,11.39,-0.042,1.068,-0.331,-45.349,-1.892,-72.083
108631,124.30,102.55,11.39,-0.046,0.800,-0.348,-26.733,24.902,-74.524
108710,126.93,102.55,11.39,-0.092,0.860,-0.247,-15.625,26.794,-94.055
108801,125.50,102.56,11.39,0.003,0.907,-0.267,52.307,-12.756,-27.588
108892,126.21,102.55,11.39,0.345,1.024,-0.205,55.603,4.333,-27.588
108983,124.78,102.56,11.40,0.292,1.137,-0.318,43.335,-18.433,-30.640
109074,126.69,102.56,11.39,0.208,0.886,-0.255,14.465,-9.460,39.185
109164,125.26,102.56,11.39,0.242,0.404,-0.247,21.851,21.606,51.147
109255,125.98,102.56,11.39,0.229,0.538,-0.214,-11.902,44.189,-28.442
109358,125.02,102.56,11.39,0.376,0.915,-0.396,-27.283,20.203,-17.273
109449,125.74,102.56,11.40,0.493,0.908,-0.391,-24.902,-15.076,-15.320
109540,126.45,102.56,11.40,0.390,0.965,-0.475,-30.884,-36.377,-13.123
109631,125.02,102.56,11.40,0.405,0.935,-0.456,-37.537,-23.071,-18.005
109722,125.50,102.56,11.40,0.489,0.967,-0.456,-31.372,-8.484,-11.536
109813,124.54,102.56,11.40,0.426,0.879,-0.427,-8.301,10.193,-20.508
109904,125.74,102.56,11.40,0.405,0.774,-0.407,-0.916,33.020,-35.156
110007,122.87,102.56,11.40,0.434,0.751,-0.398,5.676,40.283,-42.358
110098,123.34,102.56,11.40,0.462,0.804,-0.441,20.325,44.006,-35.522
110188,126.45,102.56,11.40,0.586,0.761,-0.497,40.527,58.594,-41.809
110279,125.26,102.56,11.40,0.525,0.731,-0.516,48.645,51.453,-55.115
110370,126.45,102.56,11.40,0.458,0.665,-0.466,41.443,61.401,-74.951
110461,125.74,102.56,11.39,0.491,0.655,-0.444,49.927,80.261,-55.420
110552,125.98,102.56,11.40,0.596,0.520,-0.485,45.105,65.491,-53.955
110643,125.74,102.56,11.40,0.490,0.500,-0.469,20.813,39.978,-21.729
110746,125.50,102.56,11.40,0.327,0.508,-0.534,7.446,38.025,-13.611
110837,125.50,102.56,11.39,0.404,0.611,-0.698,4.089,32.898,8.789
110928,124.30,102.56,11.40,0.473,0.579,-0.730,3.845,36.743,-11.475
111019,125.02,102.56,11.40,0.476,0.553,-0.711,2.319,27.039,-8.057
111110,124.78,102.56,11.40,0.476,0.476,-0.645,7.812,16.052,-13.123
111201,124.78,102.56,11.40,0.355,0.572,-0.873,-9.949,-3.662,0.244
111292,122.87,102.56,11.40,0.364,0.455,-0.764,-10.864,34.058,-41.016
111395,125.98,102.56,11.40,0.391,0.467,-0.703,3.357,77.026,-114.807
111486,125.02,102.56,11.40,0.373,0.488,-0.779,4.150,57.983,-77.759
111577,124.78,102.56,11.40,0.335,0.392,-0.848,7.874,-2.014,9.277
111668,123.82,102.56,11.40,0.328,0.455,-0.823,-16.724,-2.991,7.080
111759,125.26,102.56,11.40,0.331,0.416,-0.792,4.883,9.033,29.907
111850,125.98,102.56,11.40,0.257,0.388,-0.865,5.371,-2.808,35.339
111941,125.02,102.57,11.40,0.297,0.357,-0.857,6.897,-10.254,43.396
112032,124.78,102.57,11.40,0.234,0.436,-0.904,-4.822,-18.066,52.185
112135,124.78,102.57,11.40,0.286,0.546,-0.780,-1.099,-27.588,56.274
112226,125.74,102.57,11.40,0.259,0.522,-0.838,3.418,0.183,18.005
112317,125.50,102.57,11.40,0.303,0.492,-0.808,-0.793,-5.249,25.818
112408,125.02,102.57,11.40,0.216,0.717,-0.772,5.005,7.996,-17.822
112499,124.06,102.57,11.40,0.326,0.489,-0.807,4.883,4.456,-18.066
112590,125.98,102.57,11.40,0.258,0.582,-0.767,6.287,13.611,-25.635
112681,124.54,102.57,11.40,0.274,0.534,-0.880,1.587,-5.432,-18.066
112821,125.02,102.57,11.40,0.221,0.733,-0.656,2.930,-19.958,0.793
112912,123.11,102.58,11.40,0.336,0.507,-0.776,13.428,33.081,-70.923
113003,126.21,102.57,11.40,0.459,0.415,-0.832,3.967,23.499,-25.940
113094,126.21,102.57,11.40,0.423,0.444,-0.866,9.521,30.518,-30.396
113185,125.02,102.57,11.40,0.367,0.542,-0.857,19.653,51.636,-58.594
113276,126.45,102.58,11.40,0.299,0.389,-0.982,14.343,27.344,-47.180
113367,125.26,102.58,11.40,0.262,0.355,-0.812,37.048,70.618,-110.718
113458,124.06,102.57,11.40,0.240,0.369,-0.861,48.096,62.988,-95.459
113561,125.02,102.58,11.40,0.200,0.383,-0.865,35.095,74.890,-92.834
113652,126.21,102.58,11.40,0.244,0.476,-0.805,33.081,38.208,-68.176
113743,124.30,102.58,11.40,0.243,0.400,-0.819,29.236,16.174,-22.217
113834,124.54,102.58,11.40,0.207,0.398,-0.933,27.710,30.701,-46.814
113925,124.06,102.57,11.40,0.200,0.452,-0.917,26.672,26.611,-29.907
114016,125.98,102.57,11.40,0.246,0.491,-0.753,22.156,20.508,-36.743
114107,125.26,102.57,11.40,0.289,0.575,-0.877,8.179,1.648,6.897
114210,125.26,102.57,11.40,0.239,0.593,-0.854,1.831,9.949,-23.071
114301,126.21,102.57,11.40,0.282,0.587,-0.677,-0.610,-7.690,20.874
114392,125.50,102.57,11.40,0.250,0.567,-0.726,1.831,-5.310,4.517
114482,123.58,102.57,11.40,0.276,0.584,-0.922,0.732,-6.226,4.211
114573,125.26,102.57,11.40,0.250,0.523,-0.815,-2.686,0.366,7.080
114664,125.50,102.58,11.40,0.285,0.506,-0.785,6.042,10.010,-4.578
114755,126.45,102.57,11.40,0.303,0.574,-0.802,7.812,7.141,-15.137
114846,122.87,102.57,11.40,-0.077,0.437,-0.965,-2.502,1.709,-4.272
114949,126.69,102.58,11.40,0.258,0.803,-0.620,0.305,0.000,-4.150
115040,124.78,102.58,11.40,0.257,0.500,-0.803,3.906,-4.639,8.911
115131,125.74,102.57,11.40,0.264,0.500,-0.757,1.282,-7.507,10.071
115222,125.74,102.58,11.41,0.266,0.483,-0.782,-0.854,-15.015,20.203
115313,126.69,102.58,11.41,0.243,0.630,-0.774,-1.038,3.357,0.854
115404,125.26,102.58,11.40,0.365,0.652,-0.933,-0.305,4.028,0.732
115494,125.02,102.58,11.40,0.261,0.565,-0.771,-10.315,-14.465,22.766
115585,126.21,102.58,11.41,0.328,0.516,-0.774,-16.907,-33.020,51.147
115688,125.50,102.58,11.40,0.290,0.477,-0.853,-17.883,-47.363,58.777
115779,125.74,102.58,11.40,0.232,0.564,-0.743,-1.465,7.568,-2.991
115870,124.78,102.58,11.40,0.293,0.566,-0.724,8.484,28.748,-14.893
115961,125.74,102.58,11.40,0.211,0.560,-0.643,6.836,14.648,-26.001
116052,126.21,102.57,11.40,0.176,0.226,-0.553,7.629,-9.766,8.545
116142,126.45,102.58,11.40,0.300,0.570,-0.794,-7.507,-0.793,3.357
116233,126.45,102.58,11.40,0.245,0.577,-0.754,-4.578,-11.536,28.015
116336,125.98,102.58,11.41,0.301,0.545,-0.706,-1.953,-2.380,-8.667
116427,124.54,102.58,11.41,0.322,0.594,-0.789,13.855,31.616,-14.160
116518,125.26,102.58,11.41,0.314,0.610,-0.696,-2.075,8.057,-2.502
116609,126.45,102.58,11.40,0.371,0.615,-0.789,2.625,0.000,-2.808
116700,125.98,102.58,11.41,0.223,0.648,-0.748,-5.249,9.949,-8.789
116791,124.54,102.58,11.40,0.242,0.477,-0.778,0.916,11.536,10.193
116882,124.54,102.58,11.41,0.302,0.579,-0.759,-4.944,6.592,3.967
116973,125.02,102.58,11.41,0.194,0.553,-0.638,1.831,4.639,1.282
117076,124.78,102.58,11.41,0.331,0.554,-0.727,-4.272,-3.418,15.747
117167,124.30,102.58,11.41,0.264,0.489,-0.858,-0.549,-3.418,-1.465
117258,126.21,102.58,11.41,0.150,0.709,-0.685,-3.418,-2.197,-6.165
117348,125.02,102.58,11.41,0.219,0.440,-0.781,1.953,-5.920,-3.479
117439,123.11,102.58,11.41,0.327,0.354,-0.795,0.549,2.747,12.207
117530,125.50,102.58,11.41,0.279,0.629,-0.714,-5.005,-4.578,12.207
117621,125.26,102.58,11.41,0.288,0.564,-0.851,-4.700,-4.395,-6.165
117724,125.26,102.58,11.41,0.396,0.489,-0.806,2.319,-0.549,3.174
117815,125.02,102.58,11.41,0.051,0.607,-0.767,9.033,-0.183,0.854
117906,122.87,102.58,11.41,0.168,0.671,-0.774,5.249,-6.836,-3.723
117997,123.82,102.58,11.41,0.487,0.078,-1.010,9.949,2.136,1.160
118088,125.50,102.57,11.41,0.333,0.699,-0.642,-2.747,16.541,4.517
118179,124.78,102.58,11.41,0.064,0.617,-0.750,5.066,4.272,6.958
118270,125.98,102.58,11.41,0.292,0.500,-0.808,4.517,-0.488,-2.136
118360,125.26,102.58,11.41,0.347,0.276,-0.958,4.822,0.671,-0.977
118464,123.58,102.58,11.42,0.219,0.631,-0.782,-6.775,-5.249,22.644
118554,125.74,102.58,11.41,0.338,0.642,-0.641,-0.183,23.315,-18.066
118645,126.45,102.57,11.41,0.224,0.493,-0.823,2.869,0.916,3.052
118736,126.69,102.58,11.41,0.458,0.319,-0.859,4.883,-3.113,5.432
118827,123.34,102.58,11.42,0.179,0.691,-0.735,8.728,18.311,-20.142
118918,125.98,102.57,11.42,0.079,0.603,-0.778,7.812,7.996,-6.592
119009,126.21,102.58,11.41,0.292,0.454,-0.833,-2.747,-5.249,2.808
119099,123.58,102.58,11.42,0.250,0.607,-0.810,7.690,-1.221,-7.935
119203,124.06,102.57,11.42,0.329,0.520,-0.676,5.615,3.662,3.052
119293,124.06,102.57,11.42,0.174,0.569,-0.818,-0.793,-2.014,6.104
119384,125.74,102.57,11.42,0.320,0.630,-0.745,-11.292,-14.648,-2.136
119475,126.45,102.57,11.41,0.377,0.642,-0.778,0.732,-2.380,-1.160
119566,125.02,102.57,11.42,0.232,0.615,-0.730,3.845,11.108,-2.197
119657,124.54,102.58,11.42,0.197,0.496,-0.911,21.790,-30.945,8.118
119748,125.98,102.57,11.42,0.377,0.455,-0.779,-8.606,7.568,3.174
119851,125.98,102.57,11.42,0.457,0.581,-0.699,2.380,2.808,1.282
119942,125.26,102.57,11.42,0.342,0.542,-0.727,1.770,-7.202,-5.493
120033,124.54,102.57,11.42,-0.062,0.589,-1.003,-5.432,13.123,22.217
120124,123.11,102.57,11.42,0.535,0.556,-0.646,0.183,11.902,-0.793
120214,125.74,102.57,11.42,0.407,0.508,-0.754,6.958,-5.371,3.845
120305,125.74,102.57,11.42,0.383,0.576,-0.801,-2.563,-5.981,6.226
120396,124.78,102.57,11.42,0.274,0.541,-0.817,-2.991,6.348,3.723
120487,125.02,102.57,11.42,0.348,0.558,-0.747,-4.028,-4.150,7.202
120590,125.74,102.57,11.42,0.235,0.379,-0.797,-3.906,5.310,-8.728
120681,125.02,102.57,11.42,0.371,0.375,-0.869,-10.376,15.259,4.456
120772,124.54,102.57,11.42,0.114,0.794,-0.710,-0.366,-7.141,-5.676
120862,126.69,102.57,11.42,0.242,0.506,-0.774,-3.418,0.366,0.916
120953,125.02,102.57,11.42,0.267,0.479,-0.840,-1.160,5.615,5.188
121044,125.74,102.57,11.42,0.236,0.555,-0.801,-4.272,0.916,-5.676
121135,126.45,102.57,11.42,0.380,0.510,-0.754,-4.578,4.822,8.545
121226,125.02,102.57,11.42,0.310,0.587,-0.747,-1.099,-1.038,4.639
121329,125.26,102.58,11.42,0.310,0.485,-0.816,-3.113,6.958,0.061
121420,125.98,102.57,11.42,0.368,0.536,-0.788,-3.052,0.427,10.559
121511,125.50,102.57,11.42,0.189,0.497,-0.833,-4.272,7.568,1.038
121602,124.78,102.57,11.42,0.294,0.439,-0.854,0.549,-0.854,5.981
121692,125.98,102.57,11.42,0.165,0.590,-0.788,7.141,11.292,-4.456
121783,125.74,102.57,11.42,0.254,0.487,-0.754,3.723,-1.648,22.278
121874,125.74,102.57,11.42,0.436,0.443,-0.784,2.502,0.244,-1.709
121977,125.98,102.57,11.42,0.231,0.482,-0.830,0.305,3.052,1.099
122068,125.50,102.57,11.42,0.313,0.521,-0.802,-3.967,-13.672,18.738
122159,123.58,102.57,11.42,0.333,0.495,-0.810,9.094,6.958,-5.615
122250,125.74,102.57,11.42,0.117,0.669,-0.750,0.793,-0.854,7.263
122340,122.87,102.57,11.42,0.293,0.640,-0.713,-7.935,-3.235,-1.282
122431,126.45,102.57,11.42,0.282,0.449,-0.812,6.226,18.677,0.244
122522,123.11,102.57,11.43,0.272,0.493,-0.825,2.014,2.319,4.944
122613,123.34,102.57,11.42,0.319,0.582,-0.725,2.441,1.892,-1.709
122716,125.02,102.57,11.42,0.074,0.513,-0.769,5.981,-12.329,-6.042
122807,125.98,102.57,11.42,0.190,0.494,-0.829,-1.526,6.409,-4.272
122898,125.50,102.58,11.42,0.490,0.635,-0.639,8.362,-2.014,5.310
122989,125.50,102.57,11.42,0.291,0.728,-0.881,-4.822,3.479,3.052
123080,125.50,102.58,11.42,0.201,0.713,-0.726,-2.380,1.404,1.343
123171,126.45,102.57,11.42,0.398,0.770,-0.705,0.061,-0.671,-0.488
123262,125.02,102.57,11.42,0.245,0.376,-0.874,8.606,2.319,-0.427
123353,125.50,102.58,11.42,0.229,0.624,-0.679,7.141,-3.906,-6.104
123456,126.45,102.57,11.42,0.185,0.647,-0.785,-4.456,-3.906,-2.991
123547,124.78,102.58,11.43,0.336,0.272,-0.919,4.395,2.747,4.578
123638,125.50,102.57,11.43,0.203,0.789,-0.667,-5.859,1.892,-4.822
123729,125.02,102.57,11.42,0.237,0.281,-0.944,7.874,23.865,19.226
123819,125.02,102.58,11.43,0.336,0.635,-0.752,1.404,-3.601,-3.601
123910,124.30,102.57,11.43,0.211,0.570,-0.807,0.916,-6.165,-3.296
124001,126.69,102.57,11.43,0.339,0.536,-0.766,1.282,-0.366,5.066
124104,126.45,102.57,11.42,0.302,0.569,-0.733,-5.066,-0.610,-1.587
124195,125.74,102.57,11.43,0.335,0.488,-0.754,3.662,15.808,-12.939
124286,125.26,102.58,11.42,0.339,0.548,-0.728,-0.366,2.380,8.606
124377,125.50,102.58,11.43,-0.026,0.243,-1.057,-10.010,-1.404,9.766
124467,125.02,102.58,11.43,0.223,0.781,-0.756,-10.559,0.732,-9.949
124558,124.06,102.58,11.42,0.488,0.776,-0.642,-5.676,7.751,-0.183
124649,125.26,102.58,11.43,0.104,0.576,-0.795,-5.127,6.226,4.028
124740,125.98,102.57,11.42,0.416,0.514,-0.807,-10.254,4.150,6.958
124843,124.78,102.58,11.43,0.265,0.297,-0.960,-4.089,21.484,14.832
124934,123.82,102.58,11.43,0.077,0.722,-0.774,-0.732,0.793,8.911
125024,125.74,102.58,11.43,0.401,0.425,-0.702,3.235,0.366,6.348
125115,124.78,102.58,11.43,0.219,0.499,-0.879,-4.333,-2.319,0.916
125206,125.02,102.57,11.43,0.555,0.865,-0.854,19.165,-19.348,18.250
125297,124.54,102.57,11.43,0.164,0.505,-0.952,-5.371,5.371,-22.888
125388,125.98,102.57,11.43,0.252,0.503,-0.925,-20.447,0.854,-1.892
125478,123.82,102.58,11.43,0.242,0.533,-0.754,-2.808,7.568,19.287
125582,124.30,102.58,11.43,0.315,0.503,-0.835,-18.738,1.221,20.447
125673,123.82,102.58,11.43,0.303,0.624,-0.738,-22.156,-15.747,45.654
125763,125.02,102.57,11.43,0.166,0.484,-0.659,-27.954,-47.485,81.848
125854,126.45,102.57,11.43,0.162,0.460,-0.731,-37.781,-54.810,98.755
125945,123.58,102.58,11.43,0.285,0.429,-0.642,-32.471,-39.673,91.492
126036,126.69,102.58,11.43,0.346,0.455,-0.729,-6.287,-26.611,48.218
126127,126.45,102.58,11.43,0.361,0.456,-0.832,-2.686,-14.343,32.532
126230,123.11,102.57,11.43,0.376,0.456,-0.762,0.183,-23.254,34.729
126321,126.21,102.58,11.43,0.424,0.418,-0.856,4.211,-38.147,38.452
126412,126.21,102.58,11.43,0.447,0.483,-0.918,-0.122,-32.776,26.611
126503,126.69,102.58,11.43,0.376,0.438,-0.836,-3.357,-36.743,28.198
126594,125.74,102.58,11.43,0.397,0.425,-0.882,-5.737,-12.146,11.841
126684,126.21,102.58,11.43,0.427,0.473,-0.815,-19.043,-12.939,7.812
126775,124.54,102.58,11.43,0.387,0.505,-0.822,-13.977,-12.268,2.075
126878,125.98,102.58,11.43,0.404,0.420,-0.781,-9.644,-11.230,2.930
126969,126.21,102.58,11.44,0.419,0.485,-0.786,-12.268,-17.273,1.526
127060,125.26,102.58,11.44,0.383,0.496,-0.737,-0.977,-7.874,4.761
127151,125.74,102.58,11.43,0.407,0.468,-0.734,6.287,6.653,-1.221
127242,125.50,102.58,11.43,0.453,0.497,-0.778,13.611,13.794,-1.465
127332,125.98,102.58,11.43,0.474,0.425,-0.760,9.521,10.742,-0.671
127423,124.54,102.59,11.43,0.463,0.448,-0.735,2.930,5.798,-0.183
127514,125.02,102.59,11.43,0.457,0.462,-0.738,-0.244,4.333,-1.221
127617,125.50,102.58,11.43,0.458,0.490,-0.727,-0.916,4.211,-2.563
127708,125.26,102.59,11.44,0.465,0.520,-0.797,2.502,1.526,-6.897
127799,124.54,102.58,11.43,0.424,0.498,-0.769,1.526,-3.845,0.244
127890,125.50,102.58,11.44,0.399,0.419,-0.736,2.319,6.165,-5.737
127981,125.50,102.59,11.43,0.462,0.462,-0.758,-0.366,4.944,-2.869
128072,124.54,102.59,11.44,0.444,0.449,-0.729,-5.188,-0.916,2.319
128163,123.82,102.58,11.43,0.408,0.454,-0.724,-3.967,-7.874,8.728
128254,126.69,102.58,11.43,0.444,0.445,-0.679,2.808,3.967,4.700
128357,126.45,102.58,11.43,0.499,0.466,-0.836,10.864,9.644,0.122
128448,124.78,102.58,11.43,0.499,0.434,-0.804,5.493,4.700,-1.404
128539,126.21,102.58,11.44,0.400,0.453,-0.731,-0.732,5.066,-2.991
128630,124.78,102.58,11.44,0.400,0.445,-0.766,5.310,11.841,1.892
128720,125.02,102.58,11.44,0.447,0.506,-0.784,4.028,18.921,-3.540
128811,125.74,102.58,11.44,0.423,0.460,-0.805,5.005,6.714,0.793
128902,123.82,102.58,11.43,0.458,0.483,-0.855,2.380,5.432,2.014
128993,123.58,102.58,11.44,0.506,0.426,-0.903,4.211,-2.625,0.488
129096,125.74,102.58,11.44,0.454,0.413,-0.864,-4.456,6.104,-26.672
129187,126.45,102.58,11.43,0.480,0.486,-0.826,-6.531,9.338,-28.259
129278,126.21,102.58,11.44,0.588,0.413,-0.706,-7.080,-13.184,-8.362
129369,124.06,102.58,11.44,0.466,0.369,-0.662,-2.075,-6.165,-23.743
129460,126.45,102.58,11.44,0.392,0.426,-0.578,0.488,0.488,-13.550
129551,124.54,102.58,11.44,0.301,0.373,-0.725,3.296,-0.854,0.183
129642,124.78,102.58,11.43,0.335,0.418,-0.725,0.793,22.583,4.822
129745,125.02,102.58,11.43,0.485,0.457,-0.745,9.399,12.817,15.381
129836,125.02,102.58,11.44,0.435,0.353,-0.741,15.320,0.732,10.071
129927,125.02,102.58,11.44,0.512,0.418,-0.887,10.864,17.334,7.507
130017,125.50,102.58,11.44,0.426,0.421,-0.746,-1.648,10.193,0.061
130108,123.11,102.58,11.43,0.336,0.522,-0.736,15.747,27.100,-19.226
130199,125.74,102.58,11.44,0.354,0.503,-0.784,10.376,14.282,-6.531
130290,125.02,102.58,11.44,0.391,0.541,-0.872,10.376,6.287,7.812
130381,123.58,102.58,11.44,0.413,0.472,-0.818,5.188,-6.104,15.991
130484,125.98,102.58,11.44,0.315,0.485,-0.777,-5.615,2.319,7.080
130575,126.45,102.58,11.44,0.418,0.511,-0.859,2.869,18.494,6.653
130666,125.74,102.58,11.44,0.275,0.433,-0.795,6.775,28.870,-17.761
130757,125.74,102.58,11.44,0.353,0.469,-0.855,8.179,50.659,-41.504
130848,125.98,102.58,11.44,0.277,0.490,-0.770,-2.075,15.259,-17.212
130939,125.74,102.58,11.44,0.165,0.411,-0.777,26.428,65.735,-96.497
131030,124.06,102.58,11.44,0.294,0.392,-0.759,18.433,10.193,3.296
131133,124.30,102.58,11.44,0.245,0.416,-0.858,6.714,-6.836,18.982
131224,124.06,102.58,11.44,0.187,0.332,-0.895,-1.282,14.404,-2.686
131314,122.87,102.57,11.44,0.248,0.473,-0.752,-1.953,1.709,-8.301
131405,124.30,102.58,11.44,0.341,0.451,-0.788,16.602,40.161,-39.551
131496,124.54,102.58,11.44,0.253,0.552,-0.867,25.879,32.654,-57.068
131587,124.06,102.58,11.45,0.335,0.398,-0.677,16.479,12.756,-22.034
131678,124.30,102.58,11.44,0.283,0.455,-0.804,3.967,2.563,-10.803
131769,125.02,102.58,11.44,0.157,0.400,-0.880,-13.062,-25.696,22.278
131873,125.02,102.58,11.44,0.197,0.507,-0.745,-2.258,-3.601,-8.911
131963,125.74,102.58,11.44,0.302,0.315,-0.981,-2.075,1.587,-0.061
132054,122.39,102.58,11.45,0.395,0.491,-0.667,-0.488,-9.705,9.583
132145,123.58,102.58,11.45,0.315,0.341,-0.933,1.465,-5.066,16.968
132236,124.54,102.58,11.45,0.243,0.456,-0.796,0.183,1.587,6.226
132327,124.54,102.58,11.44,0.359,0.520,-0.763,-2.869,-6.348,9.216
132418,123.58,102.58,11.44,0.306,0.470,-0.717,4.089,-6.836,3.296
132521,125.74,102.58,11.44,0.228,0.618,-0.771,5.737,21.545,-15.320
132612,124.06,102.59,11.45,0.387,0.568,-0.785,13.977,-6.592,1.343
132703,122.87,102.59,11.45,0.303,0.338,-0.814,-8.362,-18.005,15.198
132794,124.54,102.58,11.45,0.457,0.521,-0.686,9.094,27.527,-32.104
132885,125.26,102.58,11.45,0.373,0.336,-0.649,0.854,-9.033,8.667
132976,123.34,102.59,11.45,0.223,0.540,-0.823,-5.981,2.747,10.254
133066,123.58,102.58,11.45,0.296,0.517,-0.835,-12.634,11.658,16.235
133157,124.54,102.59,11.45,0.330,0.618,-0.672,-11.169,-38.391,42.542
133261,122.63,102.59,11.45,0.282,0.539,-0.836,10.620,-1.831,33.142
133351,125.74,102.59,11.45,0.334,0.661,-0.766,-1.465,11.841,-23.132
133442,125.50,102.59,11.45,0.354,0.497,-0.812,-0.610,1.526,3.723
133533,125.02,102.59,11.45,0.228,0.486,-0.638,0.610,5.127,-6.836
133624,125.02,102.58,11.45,0.256,0.565,-0.765,-4.456,-2.625,7.141
133715,124.06,102.58,11.45,0.314,0.550,-0.768,-12.329,13.245,19.043
133806,122.87,102.58,11.45,0.190,0.554,-0.830,0.793,16.174,-7.446
133897,123.58,102.59,11.45,0.501,0.433,-0.817,-4.944,4.944,6.226
134001,125.50,102.59,11.45,0.196,0.620,-0.776,5.981,17.151,-22.522
134092,125.74,102.59,11.45,0.315,0.285,-0.984,12.329,-32.043,15.625
134183,124.78,102.59,11.45,0.233,0.398,-0.868,5.981,2.441,-1.709
134274,123.58,102.59,11.45,0.312,0.691,-0.705,-14.465,18.738,1.465
134365,125.74,102.58,11.45,0.374,0.233,-0.891,8.301,-18.127,4.578
134456,125.98,102.58,11.45,0.169,0.595,-0.792,2.014,5.371,9.033
134547,123.11,102.59,11.45,0.253,0.414,-0.977,-1.465,-7.019,5.554
134650,125.26,102.58,11.45,0.300,0.490,-0.775,1.343,-6.836,-4.822
134741,122.63,102.59,11.45,0.266,0.543,-0.721,-8.057,5.554,-2.686
134832,123.58,102.59,11.45,0.238,0.463,-0.960,-1.160,4.333,-6.348
134923,124.54,102.59,11.45,0.280,0.511,-0.767,0.427,0.427,2.686
135014,124.78,102.58,11.45,0.262,0.584,-0.770,-7.507,7.874,8.728
135105,124.06,102.59,11.45,0.167,0.625,-0.798,-2.930,-3.296,-4.333
135196,122.87,102.59,11.45,0.222,0.367,-0.945,-0.244,-0.916,-1.160
135287,124.78,102.59,11.46,0.462,0.275,-0.883,3.235,2.502,5.615
135427,124.78,102.59,11.45,0.297,0.176,-1.006,0.549,3.052,-4.395
135518,125.02,102.59,11.45,0.123,0.436,-0.890,10.010,2.808,-7.263
135609,124.30,102.59,11.46,0.349,0.434,-0.830,-1.526,2.380,-1.282
