Timestamp,ExtPressure (kPa),IntPressure (kPa),Temp (C),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
226036,133.39,102.06,9.76,0.228,0.509,-0.818,-0.122,3.479,-1.221
226152,133.63,102.06,9.77,0.239,0.499,-0.823,-1.282,0.549,2.380
226254,133.63,102.05,9.77,0.225,0.501,-0.835,-1.953,-1.892,4.456
226357,133.15,102.05,9.77,0.238,0.495,-0.821,-2.502,-2.808,6.409
226460,131.72,102.05,9.76,0.247,0.492,-0.833,-2.319,-4.578,7.141
226563,133.39,102.05,9.76,0.234,0.488,-0.834,-1.953,-4.578,6.531
226665,133.39,102.05,9.76,0.257,0.483,-0.823,-0.916,-4.272,6.531
226768,134.59,102.05,9.77,0.257,0.490,-0.831,-0.488,-4.456,6.287
226883,132.67,102.05,9.77,0.265,0.492,-0.829,1.099,-2.686,3.906
226986,134.83,102.05,9.76,0.267,0.493,-0.826,2.563,0.244,0.000
227089,134.35,102.05,9.76,0.273,0.493,-0.815,3.174,1.282,-1.160
227192,134.11,102.05,9.76,0.277,0.499,-0.807,3.601,1.343,-1.709
227295,131.72,102.05,9.76,0.274,0.497,-0.811,4.089,2.075,-2.380
227398,132.43,102.05,9.76,0.283,0.499,-0.797,4.700,3.052,-2.869
227500,133.39,102.05,9.76,0.271,0.506,-0.792,4.822,3.845,-3.296
227603,134.83,102.05,9.76,0.283,0.508,-0.789,4.517,4.150,-3.418
227718,132.43,102.05,9.76,0.283,0.510,-0.799,4.333,4.395,-3.601
227821,133.63,102.05,9.76,0.283,0.519,-0.797,4.517,5.188,-3.784
227924,132.43,102.05,9.76,0.278,0.522,-0.801,4.944,6.531,-6.042
228027,133.39,102.05,9.76,0.276,0.522,-0.804,3.479,6.042,-4.639
228130,134.59,102.05,9.76,0.281,0.518,-0.795,2.380,4.517,-1.953
228233,132.91,102.05,9.76,0.280,0.524,-0.798,1.099,3.540,-0.549
228336,134.83,102.05,9.77,0.276,0.521,-0.802,0.305,2.380,1.404
228439,132.91,102.05,9.76,0.273,0.520,-0.802,-0.916,1.221,3.235
228555,134.59,102.05,9.76,0.272,0.521,-0.812,-1.831,-0.183,5.249
228658,134.11,102.05,9.76,0.271,0.521,-0.815,-2.930,0.122,5.859
228761,134.83,102.05,9.76,0.273,0.512,-0.811,-1.831,-2.441,7.507
228864,132.91,102.05,9.76,0.238,0.500,-0.812,-3.662,-2.869,9.033
228966,132.67,102.05,9.76,0.271,0.500,-0.805,-2.991,-2.319,7.629
229069,133.87,102.05,9.76,0.255,0.499,-0.820,-2.686,-2.869,7.507
229172,135.06,102.05,9.76,0.261,0.499,-0.816,-2.625,-0.671,6.897
229275,135.30,102.05,9.76,0.270,0.498,-0.820,-2.258,-0.366,6.104
229390,134.83,102.05,9.75,0.271,0.508,-0.836,-1.648,-0.977,5.188
229493,134.59,102.05,9.76,0.264,0.487,-0.825,-0.671,-0.854,4.395
229596,133.87,102.05,9.76,0.255,0.479,-0.794,-0.366,-1.343,5.188
229699,133.87,102.05,9.76,0.250,0.497,-0.842,-0.366,-2.991,7.080
229802,134.83,102.05,9.76,0.270,0.493,-0.810,-0.366,-2.991,8.362
229905,133.63,102.05,9.76,0.264,0.496,-0.818,0.122,-3.540,8.545
230008,133.15,102.05,9.75,0.263,0.504,-0.843,0.183,-2.502,7.690
230112,135.06,102.05,9.75,0.264,0.501,-0.807,1.160,-1.770,6.592
230264,133.87,102.05,9.75,0.256,0.506,-0.819,2.258,-0.854,4.639
230367,134.59,102.05,9.75,0.264,0.514,-0.821,2.930,-0.305,3.113
230470,134.35,102.05,9.75,0.285,0.535,-0.822,3.723,3.906,-2.197
230573,133.87,102.05,9.75,0.272,0.522,-0.803,4.395,5.066,-4.211
230676,135.06,102.05,9.75,0.270,0.530,-0.801,3.906,4.150,-3.601
230779,134.35,102.05,9.75,0.271,0.528,-0.785,3.784,4.517,-3.540
230882,135.30,102.05,9.75,0.267,0.520,-0.804,2.930,3.540,-2.197
230985,135.30,102.05,9.75,0.263,0.523,-0.789,2.197,2.014,-0.366
231100,131.96,102.05,9.75,0.267,0.521,-0.790,0.671,-0.977,4.333
231203,133.63,102.05,9.75,0.272,0.521,-0.760,-0.610,-4.150,7.935
231306,135.30,102.05,9.75,0.268,0.523,-0.792,-2.991,-7.629,13.611
231409,135.54,102.05,9.75,0.277,0.520,-0.771,-4.883,-11.108,19.470
231511,135.06,102.05,9.75,0.270,0.523,-0.775,-8.423,-15.320,26.611
231614,135.78,102.05,9.75,0.302,0.593,-0.703,-8.484,-16.479,29.663
231717,134.35,102.05,9.76,0.293,0.531,-0.818,-7.996,-19.043,32.288
231832,135.54,102.05,9.76,0.273,0.557,-0.788,-8.423,-14.526,28.015
231935,135.54,102.05,9.76,0.217,0.550,-0.918,-8.545,-7.324,20.020
232037,133.87,102.05,9.75,0.312,0.570,-0.773,-4.700,-2.319,10.254
232140,136.50,102.06,9.75,0.281,0.535,-0.803,-0.183,1.831,-1.343
232243,135.78,102.06,9.75,0.236,0.550,-0.842,2.625,12.573,-9.216
232346,136.50,102.05,9.75,0.279,0.507,-0.823,4.517,16.602,-14.465
232449,136.02,102.05,9.75,0.261,0.517,-0.804,4.700,16.663,-16.296
232551,133.87,102.06,9.75,0.252,0.525,-0.812,5.188,16.235,-14.832
232666,135.54,102.06,9.76,0.244,0.513,-0.819,5.310,16.357,-15.320
232769,136.02,102.06,9.76,0.240,0.521,-0.840,5.737,16.357,-15.442
232872,134.59,102.05,9.75,0.240,0.509,-0.818,5.981,16.724,-16.663
232975,136.26,102.06,9.75,0.230,0.507,-0.821,5.676,14.709,-15.381
233078,133.87,102.06,9.75,0.231,0.504,-0.818,4.883,12.512,-13.611
233180,135.06,102.06,9.75,0.221,0.504,-0.818,3.906,9.277,-10.559
233283,135.54,102.06,9.75,0.234,0.507,-0.815,3.235,5.981,-7.629
233386,134.11,102.06,9.75,0.234,0.503,-0.826,2.502,2.502,-4.700
233501,134.83,102.06,9.75,0.245,0.508,-0.833,1.221,-0.854,-1.038
233604,135.06,102.06,9.75,0.247,0.502,-0.809,0.427,-1.953,0.916
233707,135.78,102.06,9.75,0.262,0.500,-0.814,-0.305,-2.319,2.136
233809,134.59,102.06,9.75,0.257,0.501,-0.810,-0.183,-2.075,2.808
233912,136.98,102.06,9.75,0.288,0.501,-0.798,0.366,-2.258,3.906
234015,134.83,102.06,9.75,0.270,0.500,-0.814,0.244,-3.174,4.028
234118,135.54,102.05,9.75,0.269,0.502,-0.807,1.770,-2.014,3.357
234233,136.74,102.06,9.75,0.278,0.506,-0.826,1.953,0.549,2.075
234336,136.50,102.06,9.75,0.284,0.521,-0.801,5.737,4.883,-4.028
234438,137.22,102.06,9.75,0.285,0.518,-0.820,6.775,9.033,-9.216
234541,137.46,102.06,9.75,0.267,0.514,-0.814,6.592,13.184,-11.597
234644,136.50,102.06,9.75,0.289,0.520,-0.798,5.859,14.160,-9.460
234747,136.98,102.06,9.75,0.285,0.508,-0.786,5.920,9.949,-8.423
234849,137.22,102.06,9.75,0.254,0.522,-0.794,5.005,7.141,-6.226
234952,137.22,102.06,9.75,0.264,0.520,-0.802,3.601,6.714,-3.906
235067,136.50,102.06,9.75,0.274,0.537,-0.808,2.625,5.005,-3.174
235170,135.06,102.06,9.75,0.270,0.532,-0.821,2.258,5.249,-3.784
235273,136.02,102.06,9.75,0.263,0.529,-0.814,1.648,5.188,-3.174
235376,135.30,102.06,9.75,0.260,0.520,-0.811,0.854,3.845,-2.441
235479,134.59,102.06,9.75,0.261,0.512,-0.795,-0.122,1.038,0.488
235581,136.98,102.06,9.75,0.258,0.508,-0.804,-1.404,-1.709,4.028
235684,135.30,102.06,9.75,0.256,0.507,-0.811,-1.953,-2.502,5.371
235787,137.22,102.06,9.75,0.271,0.506,-0.808,-1.953,-3.235,6.287
235902,136.74,102.06,9.74,0.276,0.510,-0.809,-1.526,-2.808,5.554
236005,137.46,102.06,9.75,0.280,0.507,-0.818,-0.916,-1.770,4.395
236107,136.74,102.06,9.74,0.287,0.507,-0.818,-0.305,-0.366,2.869
236210,134.11,102.06,9.74,0.286,0.506,-0.816,0.610,0.977,1.099
236313,137.46,102.06,9.74,0.283,0.504,-0.811,1.099,2.258,0.000
236416,135.54,102.06,9.75,0.283,0.507,-0.817,2.014,3.296,-1.221
236518,136.98,102.06,9.75,0.278,0.506,-0.815,2.258,4.883,-2.319
236621,136.50,102.06,9.74,0.285,0.508,-0.813,2.747,5.493,-2.563
236736,134.59,102.06,9.75,0.280,0.520,-0.838,3.906,8.301,-4.944
236839,137.22,102.06,9.75,0.312,0.526,-0.797,5.127,11.169,-7.385
236942,137.22,102.06,9.74,0.269,0.504,-0.802,4.822,9.033,-7.446
237044,137.22,102.06,9.74,0.255,0.499,-0.790,4.150,6.104,-4.333
237147,136.02,102.06,9.74,0.274,0.508,-0.806,2.991,3.479,-1.892
237250,134.11,102.06,9.74,0.263,0.509,-0.809,2.625,1.831,-0.122
237353,136.74,102.06,9.74,0.265,0.508,-0.807,1.343,0.061,1.221
237456,136.74,102.06,9.74,0.267,0.504,-0.792,0.732,-1.648,3.113
237571,135.54,102.06,9.74,0.270,0.499,-0.771,-1.404,-5.432,8.728
237673,136.26,102.06,9.74,0.271,0.505,-0.786,-3.113,-8.179,13.062
237776,135.78,102.05,9.74,0.284,0.512,-0.793,-4.028,-9.949,15.747
237879,135.78,102.06,9.74,0.290,0.518,-0.800,-3.418,-13.000,16.968
237982,134.59,102.06,9.74,0.289,0.528,-0.816,-4.028,-11.108,17.273
238084,137.46,102.06,9.74,0.293,0.535,-0.836,-0.854,-5.554,9.583
238187,136.98,102.06,9.74,0.295,0.529,-0.832,3.601,1.709,-0.793
238302,137.93,102.06,9.74,0.306,0.533,-0.806,7.385,7.324,-9.094
238405,135.78,102.06,9.74,0.305,0.542,-0.818,10.376,11.414,-16.724
238508,136.50,102.06,9.74,0.318,0.539,-0.784,15.564,10.010,-23.865
238611,136.74,102.06,9.74,0.307,0.531,-0.833,13.428,14.954,-23.071
238713,136.26,102.06,9.74,0.318,0.503,-0.745,11.597,16.052,-23.682
238816,136.98,102.05,9.74,0.361,0.542,-0.731,10.559,12.329,-18.982
238919,136.02,102.06,9.74,0.355,0.532,-0.723,7.324,11.047,-12.634
239022,136.74,102.05,9.74,0.360,0.532,-0.736,5.615,8.423,-9.460
239137,134.11,102.05,9.74,0.358,0.527,-0.735,3.113,6.409,-6.409
239240,134.35,102.05,9.73,0.349,0.526,-0.759,2.319,4.211,-3.723
239342,135.78,102.06,9.74,0.359,0.535,-0.767,2.197,5.249,-4.211
239445,136.02,102.05,9.74,0.361,0.533,-0.779,3.662,8.728,-8.179
239548,135.54,102.06,9.74,0.395,0.535,-0.797,3.235,8.118,-6.531
239651,136.50,102.05,9.73,0.346,0.525,-0.801,9.094,16.479,-21.362
239753,134.59,102.05,9.73,0.323,0.520,-0.824,13.062,25.391,-30.579
239857,136.50,102.05,9.73,0.366,0.503,-0.788,16.174,33.386,-37.903
239972,136.02,102.05,9.73,0.392,0.497,-0.773,16.785,32.410,-37.903
240074,134.59,102.05,9.73,0.351,0.487,-0.763,17.578,32.593,-38.452
240177,135.06,102.05,9.73,0.322,0.485,-0.792,16.541,30.212,-34.485
240280,132.67,102.05,9.73,0.315,0.482,-0.774,12.817,24.353,-29.968
240383,134.11,102.05,9.73,0.323,0.464,-0.795,11.108,20.935,-22.522
240485,134.83,102.05,9.73,0.333,0.468,-0.783,7.568,15.747,-15.137
240588,131.48,102.05,9.73,0.329,0.467,-0.795,5.615,11.169,-8.728
240703,135.06,102.05,9.73,0.329,0.469,-0.803,3.357,7.324,-4.395
240806,133.15,102.05,9.73,0.298,0.487,-0.817,3.174,6.714,-3.418
240909,133.63,102.05,9.73,0.294,0.475,-0.799,1.160,3.540,0.610
241012,133.39,102.05,9.74,0.293,0.484,-0.814,-0.793,-0.549,6.409
241114,134.83,102.05,9.73,0.298,0.491,-0.815,-1.160,-0.671,6.531
241217,134.83,102.05,9.73,0.294,0.494,-0.821,-1.465,-1.099,6.592
241320,134.11,102.05,9.73,0.294,0.494,-0.820,-1.526,-1.648,6.714
241423,134.35,102.05,9.73,0.297,0.487,-0.817,-1.465,-1.709,6.409
241538,132.91,102.04,9.73,0.295,0.487,-0.818,-1.038,-2.014,6.531
241640,134.59,102.05,9.73,0.297,0.488,-0.816,-1.282,-2.197,6.042
241743,133.87,102.05,9.73,0.301,0.486,-0.817,-1.221,-2.563,6.165
241846,134.59,102.05,9.73,0.301,0.486,-0.816,-1.465,-2.869,5.920
241949,133.39,102.05,9.73,0.306,0.482,-0.814,-1.160,-2.625,5.554
242052,134.59,102.05,9.73,0.309,0.481,-0.808,-1.709,-3.784,7.446
242154,134.11,102.05,9.73,0.313,0.485,-0.814,-1.465,-2.930,6.958
242257,134.83,102.05,9.73,0.318,0.484,-0.811,-1.892,-3.296,7.507
242372,133.39,102.05,9.73,0.321,0.491,-0.820,-1.465,-2.991,6.958
242475,134.59,102.05,9.73,0.318,0.481,-0.808,-0.977,-2.136,6.287
242578,134.83,102.05,9.73,0.322,0.483,-0.807,-1.526,-2.930,7.080
242680,134.59,102.05,9.73,0.324,0.483,-0.805,-0.977,-1.648,6.775
242783,134.59,102.04,9.73,0.322,0.485,-0.807,-1.099,-2.136,8.240
242886,131.72,102.05,9.73,0.325,0.485,-0.793,-2.502,-4.456,11.047
242989,134.83,102.05,9.73,0.323,0.490,-0.809,-2.502,-4.456,11.719
243091,132.67,102.05,9.73,0.319,0.491,-0.803,-2.502,-4.150,12.207
243206,134.11,102.04,9.73,0.316,0.493,-0.803,-2.686,-4.822,13.062
243309,134.59,102.05,9.73,0.313,0.495,-0.803,-2.441,-3.601,11.841
243412,131.96,102.04,9.73,0.310,0.497,-0.803,-2.258,-2.747,10.803
243515,134.35,102.05,9.73,0.309,0.497,-0.805,-2.380,-1.709,10.864
243617,133.87,102.04,9.73,0.312,0.502,-0.798,-3.052,-3.113,12.024
243720,134.35,102.05,9.73,0.293,0.496,-0.811,-2.991,-5.676,13.672
243823,133.63,102.04,9.73,0.294,0.501,-0.810,-3.418,-5.615,14.709
243938,135.06,102.04,9.73,0.287,0.506,-0.815,-3.967,-5.798,15.991
244041,134.11,102.05,9.73,0.287,0.511,-0.812,-4.578,-6.104,17.029
244143,134.83,102.04,9.73,0.315,0.491,-0.785,-6.470,-8.118,18.616
244246,134.59,102.05,9.73,0.294,0.513,-0.797,-7.507,-10.559,21.301
244349,133.87,102.05,9.73,0.313,0.516,-0.783,-8.911,-14.709,22.827
244452,134.11,102.05,9.73,0.262,0.494,-0.808,-9.216,-13.916,26.245
244554,134.11,102.04,9.72,0.284,0.491,-0.806,-8.545,-12.634,22.522
244657,132.67,102.05,9.72,0.284,0.498,-0.820,-7.263,-12.268,23.010
244772,134.83,102.04,9.73,0.299,0.500,-0.806,-5.737,-10.925,21.240
244875,134.35,102.04,9.72,0.285,0.499,-0.816,-4.150,-10.559,19.714
244978,132.67,102.04,9.72,0.287,0.506,-0.811,-3.601,-9.521,17.517
245080,133.39,102.05,9.72,0.299,0.505,-0.796,-2.563,-7.446,16.785
245183,134.59,102.05,9.72,0.275,0.512,-0.802,-2.197,-8.057,15.808
245286,135.06,102.05,9.72,0.288,0.513,-0.790,-2.258,-8.118,15.564
245389,133.15,102.05,9.72,0.290,0.521,-0.797,-2.563,-7.996,15.442
245491,133.87,102.05,9.72,0.290,0.521,-0.788,-3.357,-8.423,16.357
245606,134.59,102.05,9.72,0.293,0.524,-0.786,-4.700,-9.583,19.165
245709,133.87,102.05,9.72,0.296,0.520,-0.759,-4.089,-11.353,20.264
245812,132.91,102.05,9.72,0.285,0.522,-0.779,-4.700,-11.841,20.569
245915,134.11,102.05,9.72,0.282,0.534,-0.774,-5.676,-11.963,21.545
246017,131.48,102.05,9.72,0.279,0.530,-0.796,-4.883,-11.658,21.240
246120,134.59,102.04,9.72,0.279,0.534,-0.792,-5.981,-11.353,20.935
246223,133.39,102.05,9.72,0.279,0.538,-0.797,-6.897,-11.047,21.484
246338,134.59,102.04,9.72,0.283,0.538,-0.780,-6.592,-10.925,22.034
246441,132.91,102.05,9.73,0.283,0.541,-0.792,-7.202,-10.986,22.156
246543,133.39,102.05,9.72,0.279,0.541,-0.789,-7.568,-10.925,22.217
246646,132.43,102.05,9.73,0.278,0.531,-0.786,-7.935,-11.414,22.461
246749,134.59,102.05,9.72,0.271,0.533,-0.789,-7.812,-11.658,23.193
246852,132.67,102.05,9.72,0.270,0.535,-0.795,-8.118,-11.719,23.071
246954,134.11,102.05,9.72,0.268,0.532,-0.804,-7.202,-10.437,21.118
247057,135.30,102.05,9.72,0.265,0.554,-0.784,-7.507,-10.193,20.508
247172,132.67,102.05,9.72,0.274,0.518,-0.796,-5.310,-10.803,21.179
247275,131.72,102.04,9.72,0.256,0.526,-0.800,-5.615,-11.414,20.447
247378,134.35,102.05,9.72,0.256,0.526,-0.799,-5.493,-10.803,20.935
247480,135.06,102.05,9.72,0.266,0.528,-0.798,-5.310,-11.169,21.484
247583,135.06,102.05,9.72,0.260,0.533,-0.799,-5.310,-10.864,20.325
247686,133.87,102.05,9.72,0.259,0.540,-0.803,-4.578,-10.498,20.081
247789,135.06,102.05,9.72,0.264,0.544,-0.800,-4.456,-9.460,18.860
247904,135.30,102.05,9.72,0.258,0.537,-0.793,-4.211,-9.399,18.494
248006,132.91,102.05,9.72,0.256,0.539,-0.791,-3.845,-9.583,18.860
248109,132.67,102.05,9.72,0.256,0.544,-0.796,-4.089,-8.972,18.005
248212,134.11,102.04,9.72,0.254,0.544,-0.788,-4.333,-9.216,18.433
248315,134.83,102.05,9.71,0.252,0.547,-0.790,-4.395,-9.827,19.470
248417,132.67,102.05,9.72,0.250,0.548,-0.787,-4.639,-9.827,19.531
248520,135.54,102.05,9.72,0.244,0.574,-0.789,-4.456,-9.399,18.555
248623,133.63,102.05,9.72,0.248,0.560,-0.789,-4.395,-8.667,18.250
248738,134.11,102.05,9.71,0.250,0.551,-0.805,-4.150,-7.263,16.052
248841,134.59,102.05,9.71,0.240,0.549,-0.806,-3.906,-6.714,15.869
248943,134.11,102.05,9.71,0.245,0.559,-0.795,-4.211,-6.470,14.465
249046,133.87,102.05,9.71,0.238,0.547,-0.797,-3.906,-6.042,13.672
249149,132.43,102.04,9.71,0.235,0.546,-0.816,-2.380,-5.371,13.611
249252,133.87,102.05,9.71,0.241,0.539,-0.794,-3.601,-5.981,13.550
249355,134.59,102.05,9.72,0.233,0.539,-0.786,-4.333,-8.240,17.029
249470,133.39,102.05,9.71,0.226,0.543,-0.795,-4.272,-8.057,17.273
249573,131.96,102.05,9.71,0.225,0.550,-0.794,-4.333,-8.667,17.822
249675,132.91,102.05,9.71,0.228,0.538,-0.796,-4.944,-9.521,18.982
249778,135.06,102.05,9.71,0.235,0.544,-0.810,-5.310,-9.827,19.714
249881,134.35,102.05,9.71,0.231,0.543,-0.806,-5.310,-9.705,20.325
249983,132.91,102.05,9.71,0.229,0.544,-0.808,-5.432,-10.071,19.104
250086,134.83,102.05,9.71,0.222,0.547,-0.811,-5.005,-9.277,16.907
250189,134.59,102.05,9.71,0.223,0.546,-0.812,-4.456,-8.423,16.113
250304,133.39,102.05,9.71,0.236,0.531,-0.814,-3.967,-7.446,15.320
250407,134.59,102.05,9.71,0.220,0.547,-0.816,-3.845,-7.568,15.320
250510,134.35,102.05,9.71,0.220,0.530,-0.816,-4.211,-6.836,15.015
250612,134.35,102.05,9.71,0.223,0.535,-0.818,-3.967,-6.165,14.893
250715,134.83,102.05,9.71,0.240,0.528,-0.812,-2.930,-5.005,12.573
250818,134.11,102.05,9.72,0.230,0.537,-0.813,-3.113,-5.798,11.230
250921,134.11,102.05,9.71,0.234,0.525,-0.821,-2.136,-3.906,10.620
251023,134.35,102.05,9.71,0.228,0.533,-0.807,-2.991,-4.333,9.521
251138,131.72,102.05,9.71,0.197,0.539,-0.818,-2.197,-5.615,10.559
251241,134.11,102.05,9.71,0.215,0.522,-0.814,-3.479,-5.493,12.573
251344,134.59,102.05,9.71,0.236,0.508,-0.801,-3.418,-5.188,13.855
251447,134.59,102.05,9.70,0.224,0.513,-0.807,-2.380,-5.554,14.343
251549,134.83,102.04,9.71,0.217,0.527,-0.815,-1.892,-4.639,12.451
251652,133.87,102.05,9.71,0.214,0.531,-0.813,-1.831,-5.127,12.817
251755,131.72,102.05,9.70,0.218,0.532,-0.823,-2.197,-5.249,13.000
251870,134.59,102.05,9.71,0.214,0.528,-0.812,-2.441,-5.371,13.000
251972,131.72,102.05,9.71,0.212,0.531,-0.815,-3.113,-5.676,13.672
252075,133.87,102.05,9.71,0.204,0.535,-0.813,-3.357,-5.798,13.550
252178,134.35,102.05,9.71,0.211,0.530,-0.819,-3.113,-5.554,13.428
252281,133.87,102.05,9.71,0.205,0.521,-0.800,-3.540,-5.737,13.184
252383,134.11,102.05,9.71,0.205,0.520,-0.808,-4.883,-7.507,15.747
252486,133.87,102.05,9.71,0.198,0.517,-0.805,-5.432,-9.155,17.944
252589,131.48,102.05,9.71,0.202,0.516,-0.816,-6.653,-11.536,20.996
252704,135.30,102.05,9.71,0.216,0.512,-0.807,-7.751,-12.573,22.766
252806,134.11,102.05,9.71,0.191,0.530,-0.883,-5.798,-10.681,18.250
252909,133.15,102.05,9.70,0.181,0.501,-0.858,-4.456,-7.446,17.090
253012,134.59,102.05,9.70,0.217,0.509,-0.846,-5.676,-7.507,17.090
253114,133.39,102.05,9.71,0.229,0.520,-0.837,-3.662,-6.348,12.939
253217,134.11,102.05,9.71,0.224,0.511,-0.838,-2.686,-7.019,10.620
253320,133.63,102.05,9.71,0.219,0.510,-0.847,-0.610,-5.005,6.470
253423,135.30,102.05,9.71,0.179,0.500,-0.833,0.244,-3.784,4.517
253538,135.54,102.05,9.70,0.243,0.507,-0.834,0.122,0.061,4.639
253640,135.54,102.05,9.71,0.240,0.509,-0.817,0.916,-0.366,3.174
253743,133.63,102.05,9.71,0.230,0.506,-0.825,0.916,-1.648,4.089
253846,135.30,102.05,9.71,0.250,0.508,-0.813,0.183,-2.258,5.615
253949,133.87,102.05,9.71,0.213,0.508,-0.832,0.061,-1.892,6.470
254052,133.15,102.05,9.71,0.225,0.509,-0.833,-0.549,-0.427,6.531
254155,133.39,102.05,9.71,0.234,0.518,-0.828,0.244,1.404,3.418
254257,134.35,102.05,9.70,0.215,0.506,-0.818,0.732,3.357,1.465
254373,133.63,102.05,9.70,0.220,0.509,-0.823,0.610,3.845,1.526
254475,135.06,102.05,9.71,0.216,0.509,-0.829,0.854,4.028,0.916
254578,134.35,102.05,9.70,0.218,0.513,-0.833,1.587,5.188,-0.916
254681,133.39,102.05,9.70,0.218,0.518,-0.837,2.380,5.981,-3.723
254783,133.87,102.04,9.70,0.207,0.519,-0.848,4.333,10.010,-10.132
254886,132.19,102.05,9.70,0.182,0.515,-0.833,4.700,13.184,-12.512
254989,134.59,102.05,9.70,0.171,0.519,-0.874,4.639,12.817,-12.939
255104,134.59,102.04,9.70,0.213,0.508,-0.844,5.432,15.808,-14.465
255207,135.06,102.05,9.70,0.230,0.501,-0.816,5.859,17.456,-15.259
255310,134.11,102.05,9.70,0.206,0.521,-0.821,6.714,14.160,-16.907
255413,133.87,102.04,9.70,0.206,0.512,-0.814,6.104,11.719,-14.221
255516,134.35,102.04,9.70,0.186,0.515,-0.825,5.371,9.949,-11.169
255619,134.35,102.04,9.70,0.154,0.537,-0.834,3.967,7.507,-8.423
255722,133.15,102.04,9.71,0.166,0.516,-0.818,3.967,6.470,-6.653
255825,132.91,102.04,9.70,0.172,0.522,-0.816,2.502,3.845,-3.723
255976,133.87,102.04,9.70,0.185,0.516,-0.810,1.526,1.526,1.160
256079,131.96,102.05,9.70,0.197,0.519,-0.821,0.854,-0.305,3.418
256182,134.35,102.04,9.70,0.189,0.520,-0.809,-0.305,-2.930,6.714
256285,133.39,102.04,9.70,0.190,0.522,-0.817,-2.075,-6.104,11.536
256388,134.59,102.04,9.70,0.167,0.532,-0.817,-2.869,-7.568,13.184
256491,134.11,102.04,9.70,0.191,0.525,-0.817,-4.333,-9.033,16.724
256594,133.39,102.04,9.70,0.219,0.524,-0.833,-5.432,-10.681,20.508
256697,134.35,102.04,9.70,0.204,0.525,-0.833,-6.287,-12.817,20.935
256812,134.83,102.04,9.70,0.197,0.521,-0.832,-6.714,-13.062,21.179
256915,134.59,102.05,9.70,0.211,0.516,-0.829,-6.836,-13.245,21.606
257017,134.59,102.04,9.70,0.175,0.544,-0.827,-4.456,-10.437,14.709
257120,131.96,102.04,9.70,0.187,0.494,-0.854,-2.441,-8.240,15.137
257223,132.67,102.04,9.70,0.206,0.505,-0.841,-5.066,-7.812,15.076
257326,135.06,102.05,9.70,0.260,0.502,-0.837,-3.723,-2.869,11.902
257428,132.19,102.04,9.70,0.234,0.519,-0.817,-2.991,-5.493,9.827
257543,136.02,102.04,9.70,0.220,0.500,-0.835,-1.465,-2.747,6.165
257646,134.11,102.04,9.70,0.213,0.506,-0.846,-0.732,-2.197,5.371
257749,133.87,102.04,9.71,0.208,0.506,-0.840,0.183,-0.122,2.258
257851,134.59,102.04,9.70,0.222,0.502,-0.839,0.854,1.465,0.916
257954,131.96,102.04,9.70,0.223,0.501,-0.836,1.953,3.052,-0.671
258057,134.35,102.04,9.70,0.221,0.505,-0.840,1.770,3.540,-1.404
258159,133.87,102.04,9.70,0.225,0.504,-0.830,2.014,4.211,-2.197
258262,134.59,102.04,9.70,0.224,0.502,-0.819,2.014,4.456,-2.991
258377,133.63,102.04,9.70,0.210,0.499,-0.825,1.465,4.456,-1.892
258479,135.30,102.04,9.70,0.223,0.503,-0.834,1.343,3.967,-1.282
258583,132.91,102.05,9.70,0.220,0.506,-0.838,1.892,5.493,-2.136
258685,134.59,102.04,9.70,0.218,0.501,-0.835,1.770,5.981,-2.258
258788,135.30,102.04,9.70,0.220,0.504,-0.834,1.892,5.798,-2.075
258891,135.06,102.04,9.70,0.203,0.505,-0.841,2.625,5.127,-2.319
258993,135.06,102.04,9.70,0.208,0.502,-0.829,2.441,4.639,-1.282
259096,135.30,102.04,9.70,0.194,0.502,-0.828,1.709,3.113,0.610
259211,134.59,102.04,9.69,0.193,0.504,-0.831,1.343,1.831,2.197
259313,133.63,102.04,9.70,0.191,0.508,-0.836,1.221,0.549,4.028
259416,131.96,102.04,9.69,0.189,0.509,-0.834,0.427,-0.244,4.883
259519,134.11,102.04,9.70,0.189,0.511,-0.834,0.122,-1.099,5.981
259622,132.19,102.04,9.70,0.187,0.512,-0.834,-0.244,-2.075,7.141
259724,134.11,102.04,9.70,0.191,0.511,-0.833,-0.916,-3.052,8.118
259827,134.83,102.04,9.70,0.192,0.509,-0.827,-1.404,-4.150,9.216
259930,132.67,102.04,9.70,0.181,0.507,-0.830,-1.892,-5.188,10.498
260045,134.83,102.04,9.70,0.192,0.505,-0.832,-3.052,-5.127,11.597
260147,131.96,102.04,9.70,0.199,0.511,-0.823,-3.540,-5.798,11.414
260250,133.87,102.04,9.70,0.212,0.512,-0.828,-3.296,-5.798,10.254
260353,135.54,102.04,9.69,0.214,0.505,-0.838,-1.221,-3.418,5.981
260455,134.11,102.04,9.70,0.222,0.506,-0.833,-0.305,-2.014,3.235
260558,134.11,102.04,9.69,0.229,0.502,-0.837,0.977,-0.671,0.427
260661,132.91,102.04,9.70,0.229,0.500,-0.831,2.136,1.099,-1.709
260763,133.63,102.04,9.69,0.232,0.503,-0.831,1.831,1.038,-0.977
260878,133.63,102.04,9.70,0.235,0.503,-0.830,1.892,1.160,-0.671
260981,133.39,102.04,9.70,0.238,0.502,-0.828,1.648,1.343,-0.305
